Ensembl ID,Description,Gene Name,OMIM number,Curator's Note,PubMed IDs,Localisation,First order,Second order,In SCGSv1,Predicted in SCGSv1 paper,Predicted in CiliaCarta
ENSG00000112210,"RAB23, member RAS oncogene family(RAB23)",RAB23,,"Negative regulator of the Hedgehog signaling pathway, required for retrograde transport away from primary cilia (PMID: 17646400). It mediates the ciliary recycle of Smo (PMID: 20375059). Facilitates binding of cytiplasmatic Kif17 with ciliary import carrier importin β2, essential for its targeting to the primary cilium (PMID: 26136363).","PMID: 17646400, PMID: 20375059, PMID: 26136363","Cell membrane, endosome, cytoplasm, cilioplasm.",x,,x,,x
ENSG00000117280,"RAB29, member RAS oncogene family(RAB29)",RAB29,,"Colocalizes and interacts with Rab8, Rab11 and IFT20. Participates in ciliogenesis by controlling cilium growth, by promoting the transport of endosome-associated ciliary cargo to the base of the cilium. Required for Smo trafficking to the ciliary membrane.",PMID: 26021297,"Cis-golgi, trans-Golgi network, base of cilium",x,,,,
ENSG00000127328,RAB3A interacting protein(RAB3IP),RAB3IP,,"Also known as Rabin8. GTP loading by Rabin8 promotes Rab8 association with post- Golgi vesicles and targets them to polarised areas of the plasma membrane. BBS1 subunit of the BBSome associates with the C terminus of Rabin8 at the basal body. Activates Rab8 by loading with GTP, which is necessary for Rab8 to enter the primary cilium, promoting ciliogenesis and apical membrane formation (PMID: 17574030). Phosphorylation of Rabin8 might modulate its interactions with ASAP1 and Rab11a. It binds to the catalytically active ASAP1 in complex with Rab11a and FIP3 (PMID: 25673879). Interacts with Chibby to promote recruitment of Rab8 and efficient assembly of ciliary vesicles. Interaction with Rab11 stimulates its GEF activity (PMID: 25313408)","PMID: 17574030, PMID: 25673879, PMID: 25313408, PMID: 21273506","Basal Body, Centrosome, membrane.",x,,x,,x
ENSG00000109113,"RAB34, member RAS oncogene family(RAB34)",RAB34,,"Rab34 regulates the early steps in serum starvation- induced ciliogenesis in hTERT-RPE1 cells, through a unique N-terminal region, by regulating the ciliary vesicle fusion step and/or the subsequent expansion. Required for ciliogenesis in only certain cell types (PMID: 32669361). Rab34 is required for the successive fusion of small preciliary vesicles in order to generate ciliary vesicles, it is also required for the migration of the mother centriole from perinuclear region to cell membrane. Required for an early step of ciliary vesicle formation and Hh signaling in vivo. Mutation results in significant decrease of ciliogenesis in both cultured cells and mice (PMID: 30301781). Potential transcriptional target of Gli transcription factors (PMID: 17442700).","PMID: 32669361, PMID: 30301781, PMID: 17442700","Golgi, cytoplasm, nucleus, cilium",x,,,,
ENSG00000167461,"RAB8A, member RAS oncogene family(RAB8A)",RAB8A,,"Rab8 targets vesicles to the cilium and promotes ciliary membrane elongation. It is activated by Rabin8 (PMID: 17574030, PMID: 22433857). Inactivating Rab8 (GDP- bound state) blocks ciliogenesis and induces BBS phenotypes in zebrafish (PMID: 17574030). Rab8a, Rab8b and Rab10 work synergistically for ciliogenesis (PMID: 24213529). Rab8a","PMID: 17574030, PMID: 22433857, PMID: 24213529, PMID: 17646400, PMID: 20631154; PMID: 32669361","Ciliary Membrane, Cilium",x,,x,,x
ENSG00000177548,"rabaptin, RAB GTPase binding effector protein 2(RABEP2)",RABEP2,,"RABEP2 localization at the centrosome is regulated by SDCCAG8. As a component of cilium, it may be a component of the intraciliary transport mechanism. siRNA mediated knockdown in hTERT-RPE1 cells abolished cilia formation, indicating a critical role in ciliogenesis (PMID: 27224062).",PMID: 27224062,"Basal body, centrosome, ciliary compartment",x,,,,
ENSG00000144134,"RAB, member of RAS oncogene family-like 2A(RABL2A)",RABL2A,,RABL2 paralog. Functionally redundant with RABL2B as they can rescue ciliogenesis when both genes have been knocked out (PMID: 28625565). Associates with ciliary GPCR in mammalian primary cilia and regulates theirs localisation (PMID: 30578315). Two variants in RABL2A were identified as cause of male infertility and ciliopathy (PMID: 33075816). RABL2 might play a role in trafficking of ciliary proteins as well as ciliogenesis. RABL2A/B knock out lead to decrease in number of primary cilia in RPE1 cells (PMID: 30578315).,"PMID: 28625565, PMID: 30578315, PMID: 33075816",Base of cilium,x,,,x,x
ENSG00000132341,"RAN, member RAS oncogene family(RAN)",RAN,,"Ran GTP regulates ciliary protein transport and ciliogenesis (PMID: 21998203). RanGTP gradient regulates trafficking and entry of kinesin motor KIF17 into cilium. It has been proposed that Ran plays a role in regulating cellular compartmentalisation by controlling the shuttling of cytoplasmic proteins into ciliary compartments (PMID: 20526328). Interacts with Importin β2, which interacts directly with cargoes, releasing them upon binding Ran GTP and regulating localisation of RP2 (PMID: 21285245).","PMID: 21998203, PMID: 20526328, PMID: 21285245","Cilium, Basal body, Cytosol.",x,,x,,x
ENSG00000172348,regulator of calcineurin 2(RCAN2),RCAN2,,"Negative regulator of calcineurin and modulates Ca2+ dependent signalling. Required to maintain normal cilia length. Depletion in WT RPE-1 cells results in shorter cilia, whilst in giantin KO cells induces longer cilia (PMID: 29643119).",PMID: 29643119,"Basal Body, Centriole",x,,,,
ENSG00000198771,RCSD domain containing 1(RCSD1),RCSD1,,"Also known as CAPZIP. Ortholog duboraya (dub), has been reported to be essential for actin organization in the cells lining Kupffer's vesicle, regulates ciliogenesis in a phosphorylation-dependent manner as well as left-right patterning in zebrafish (PMID: 17013396). Phosphorylated by ERK7. Ciliogenesis regulations through CapZIP, requires Dvl binding to both ERK7 and CapZIP (PMID: 25823377).","PMID: 17013396, PMID: 25823377",Actin cytoskeleton,,x,,,
ENSG00000087903,regulatory factor X2(RFX2),RFX2,,"Involved in regulation of ALMS1 in vivo, by binding its promoter (PMID: 20381594). Coordinates multiple, distinct gene expression programs in MCCs, regulating genes encoding axonemal dynein subunits, components of the transition zone anb BBSome, centriolar genes and planar cell polarity (PCP) effector fritz/wdpcp. It also regulates the extracellular matrix component dag1, which is a","PMID: 20381594, PMID: 24424412, PMID: 22227339",Nucleus,,x,,,x
ENSG00000080298,regulatory factor X3(RFX3),RFX3,,"Transcription factor regulating expression of ciliary assembly (like Dync2li1, Foxj1 and Bbs4) and axonemal dyneins involved in ciliary motility (Dnahc11, Dnahc9 and Dnahc5), by binding directly to the promoters of their genes. Regulates the orthologs of genes involved inhuman PCD. It may also cooperate with FOXJ1 to regulate the expression of cilia genes (PMID: 19671664). Regulates the expression of D2lic in mouse, a gene implicated in intraflagellar transport, a proces required for the assembly and maintenance of cilia. RFX3 is essential for the differentiation of nodal monocilia and for LR patterning (PMID: 15121860). Together with FOXJ1, plays a role in modulating differentiation in multiciliated cells (PMID: 23822649).","PMID: 19671664, PMID: 15121860, PMID: 23822649",Nucleus,,x,x,,x
ENSG00000111783,regulatory factor X4(RFX4),RFX4,,"Modulates Shh signaling and and Gli3 processing by regional control of ciliogenesis and function of primary cilia. Rfx4 nuclear translocation and/or transcriptional activity, may be regulated by phosphorylation. Required for ciliogenesis in the neural tube (PMID: 19887680). It appears to regulate different genes than RFX3, as Rfx4 KO embryos exhibite different","PMID: 19887680, PMID: 29298325, PMID: 24530844",Nucleus,,x,,,x
ENSG00000181827,regulatory factor X7(RFX7),RFX7,,Highly expressed in Brain. RFX7 controls positively the formation of cilia by regulating the expression of RFX4 gene. Involved in complete neural tube closure (PMID: 24530844).,PMID: 24530844,Nucleus,,x,,,
ENSG00000163914,rhodopsin(RHO),RHO,180380,"Cilia-specific GPCR essential for vision. Multiple roles in trafficking, interacts with Arf4, TcTex-1 and SARA (PMID: 23966685). Mutations cause protein misfolding and retention in the endoplasmic reticulum, leading to cellular stress and cell death. Mutations are associated with retinitis pigmentosa (PMID: 32343782).","PMID: 23966685, PMID: 32343782",Rod photoreceptor outer segment,x,,,,x
ENSG00000188026,Rab interacting lysosomal protein like 1(RILPL1),RILPL1,,"Rab effector-related protein, regulates protein concentration by removal of membrane proteins from the cilium. Depletion results in accumulation of signaling proteins in the ciliary membrane, including Smo. Interacts with activated Rab34, Rab36, Rab12 and Rab40B (PMID: 23264467). Interacts with the LRRK2- phosphorylated forms of Rab8A and Rab10 (PMID: 29125462). Enhances pRab10 clustering on pericentriolar membranes to","PMID: 23264467, PMID: 29125462, PMID: 30398148","Cilium, Basal Body (distal end of mother centriole)",x,,x,,x
ENSG00000150977,Rab interacting lysosomal protein like 2(RILPL2),RILPL2,,"Rab effector-related protein that exhibist dynamic localisation; regulates protein concentration by removal of membrane proteins from the cilium.. Depletion results in accumulation of signaling proteins in the ciliary membrane, including Smo. Interacts with activated Rab34 and Rab36 (PMID: 23264467). Binds to phosphorylated Rab8A, Rab10, and Rab12. As it binds Rab8a much stronger than RILPL1, RILPL2 might be a key effector specific for pRab8A (PMID: 29125462).","PMID: 23264467, PMID: 29125462","Cilium, Centrosome",x,,x,,x
ENSG00000111913,RHO family interacting cell polarization regulator 2(RIPOR2),RIPOR2,611410,"Mutations cause deafness. Interacts with Myh9, which is related to deafness. Regulates the abundance and post translational modifications of proteins highly expressed within the kinocilium , which suggestes a role in hair bundle morphogenesis (PMID: 30280293).",PMID: 30280293,"Basal end of stereocilium, kinocilium",x,,,,x
ENSG00000149489,retinal outer segment membrane protein 1(ROM1),ROM1,,"Outer segment protein. Its localisation depends on AHI1 (PMID: 20592197). Non- covalently linked PRPH2/ROM1 complex can initiate OS formation, whilst covalent oligomerisation is required for proper OS maturation (PMID: 32716032, PMID: 29961824). Creates and maintains the rim region","PMID: 20592197, PMID: 32716032, PMID: 29961824, PMID: 30630813",Rod photoreceptor outer segment,x,,,,x
ENSG00000145491,rhophilin associated tail protein 1 like(ROPN1L),ROPN1L,,Functions as a key molecule in the maintenance of basal ciliary beat frequency. Its role in ciliary motility coulb be played via regulation of axonemal signaling (PMID: 22021175),PMID: 22021175,"Cilium, Cytosol",x,,x,,x
ENSG00000104237,retinitis pigmentosa 1 (autosomal dominant)(RP1),RP1,603937,"Nonsense mutation associated with retinitis pigmentosa (PMID: 10401003). Microtubule- associated protein containing the doublecortin (DCX) domain. Disruption of Rp1 in mice causes misorientation of outer segment discs, suggesting a role in outer segment organisation. Stimulates microtubule polymerization and stabilise existing microtubules in vitro and in vivo, therefore, it controls the length and stability of the photoreceptor axoneme (PMID: 15269252). Due to Rp1 localisation, it may be involved in the formation of outer segments (PMID: 11773008). Plays synergistic role with Rp1L1 in affecting photosensitivity and OS morphogenesis of rod photoreceptors (PMID: 19657028).","PMID: 10401003, PMID: 15269252, PMID: 11773008, PMID: 19657028",Connecting Cilium and outer segment portion of photoreceptor axoneme.,x,,x,,x
ENSG00000102218,retinitis pigmentosa 2 (X-linked recessive)(RP2),RP2,312600,"Interacts with Arl3 and mediates the localization of GFP-Kif17 to the cilia tip and interacts with the regulator of Hedgehog (Hh) signaling Kif7. This suggests RP2 is implicated primary cilia protein trafficking via the regulation of kinesin motor proteins at the ciliary tip (PMID: 28444310). Loss of RP2 leads to fragmentation of the Golgi network and dispersal of vesicles cycling cargo from the Golgi complex to the cilium, including IFT20. It indicates a role for RP2 in regulating vesicle traffic and docking from the Golgi to the base of the cilium (PMID: 20106869). Interacts with polycystin 2 and regulates its trafficking within the cilium (PMID: 20729296). RP2 entry to the ciliary compartiment is regulated by Importin β2 (PMID: 21285245). Mutations are associated with with X- linked retinitis pigmentosa (PMID: 9697692).","PMID: 28444310, PMID: 20106869, PMID: 20729296, PMID: 21285245, PMID: 9697692","Golgi, Basal Body and along the length of the ciliary compartment",x,,x,,x
ENSG00000092200,retinitis pigmentosa GTPase regulator interacting protein 1(RPGRIP1),RPGRIP1,605446,"Known ciliopathy gene CORD13. Mutations are known causes of RP and Leber congenital amaurosis. Potential structural component of the ciliary axoneme, which anchors RPGR within the cilium (PMID: 11104772, PMID: 15772089). Required for disk morphogenesis and RPGR retention in the connecting cilium (PMID: 12651948). Essential for rod OS formation, probably by regulating the transport of proteins from the IS to the OS (PMID: 19679561). Required for ciliary targeting of NPHP4 and SDCCAG8, Rab8 localisation in photoreceptors and is involved in rhodopsin ciliary vesicle transport in zebrafish (PMID: 29203866).","PMID: 11104772, PMID: 12651948, PMID: 19679561, PMID: 29203866, PMID: 15772089","Basal Body/Centriole, Cilium, Connecting Cilium",x,,x,,x
ENSG00000189306,ribosomal RNA processing 7 homolog A(RRP7A),RRP7A,,"Localizes to centrosomes, cilia and nucleoli. Highly expressed in neural stem cells in developing human forebrain, and a missense mutation is associated with microcephaly. Targeted mutation of Rrp7a leads to defects in neurogenesis and proliferation in a mouse stem cell model and in zebrafish causes reduced brain size, impaired neurogenesis and cell proliferation, and defective ribosomal RNA processing. Patient-derived fibroblasts display defects in",PMID: 33199730,"Centrosomes, cilia and nucleoli",x,,,,
